appointment_type,agency,employee_count,avg_pay,avg_tenure
CAREER (SENIOR EXECUTIVE SERVICE PERMANENT),PUBLIC BUILDINGS REFORM BOARD,0,,
CAREER (SENIOR EXECUTIVE SERVICE PERMANENT),PUBLIC INTEREST DECLASSIFICATION BOARD,0,,
CAREER (SENIOR EXECUTIVE SERVICE PERMANENT),RAILROAD RETIREMENT BOARD,9,219594.33,21.54
CAREER (SENIOR EXECUTIVE SERVICE PERMANENT),SECURITIES AND EXCHANGE COMMISSION,0,,
CAREER (SENIOR EXECUTIVE SERVICE PERMANENT),SELECTIVE SERVICE SYSTEM,1,207500.0,11.6
CAREER (SENIOR EXECUTIVE SERVICE PERMANENT),SMALL BUSINESS ADMINISTRATION,35,216600.06,26.44
CAREER (SENIOR EXECUTIVE SERVICE PERMANENT),SMITHSONIAN INSTITUTION,0,,
CAREER (SENIOR EXECUTIVE SERVICE PERMANENT),SOCIAL SECURITY ADMINISTRATION,100,212269.86,26.44
CAREER (SENIOR EXECUTIVE SERVICE PERMANENT),SOUTHWEST BORDER REGIONAL COMMISSION,0,,
CAREER (SENIOR EXECUTIVE SERVICE PERMANENT),SURFACE TRANSPORTATION BOARD,4,218250.0,19.65
CAREER (SENIOR EXECUTIVE SERVICE PERMANENT),THE US SEMIQUINCENTENNIAL COMMISSION,0,,
CAREER (SENIOR EXECUTIVE SERVICE PERMANENT),TRADE AND DEVELOPMENT AGENCY,1,207500.0,16.9
CAREER (SENIOR EXECUTIVE SERVICE PERMANENT),U.S. AGENCY FOR INTERNATIONAL DEV,9,216906.44,23.21
CAREER (SENIOR EXECUTIVE SERVICE PERMANENT),U.S. CMSN ON INTERNATL RELIGIOUS FREEDOM,0,,
CAREER (SENIOR EXECUTIVE SERVICE PERMANENT),U.S. HOLOCAUST MEMORIAL MUSEUM,0,,
CAREER (SENIOR EXECUTIVE SERVICE PERMANENT),U.S. INTERAGENCY COUNCIL ON HOMELESSNESS,0,,
CAREER (SENIOR EXECUTIVE SERVICE PERMANENT),U.S. INTERNATIONAL TRADE COMMISSION,9,215515.33,21.78
CAREER (SENIOR EXECUTIVE SERVICE PERMANENT),U.S.-CHINA ECONOMIC & SECURITY REV CMSN,0,,
CAREER (SENIOR EXECUTIVE SERVICE PERMANENT),U.S.AGENCY FOR GLOBAL MEDIA,5,217765.8,24.74
CAREER (SENIOR EXECUTIVE SERVICE PERMANENT),UTAH RECLAMATN MITIGATN & CONSERVTN CMSN,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),ADMIN CONFERENCE OF THE UNITED STATES,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),ADV COUNCIL ON HISTORIC PRESERVATION,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),AFRICAN DEVELOPMENT FOUNDATION,5,89999.8,2.82
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),AMERICAN BATTLE MONUMENTS COMMISSION,10,100586.3,5.44
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),APPALACHIAN REGIONAL COMMISSION,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),ARCHITECTL & TRANS BARRIER COMPLIANCE BD,3,107634.67,2.33
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),ARCTIC RESEARCH COMMISSION,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),ARMED FORCES RETIREMENT HOME,85,74200.32,2.57
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),BARRY GOLDWATER SCHOL & EXCEL IN ED FOUN,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),CHEMICAL SAFETY/HAZARD INVESTIGATION BD,14,111011.54,3.17
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),CIVIL RIGHTS COLD CASE REVIEW BOARD,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),CMSN FOR PRES OF AMERICA'S HERITAGE ABRD,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),CMTE FOR PURCH FRM PPLE BLIND OR SEV DIS,2,161941.0,14.35
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),COMMISSION OF FINE ARTS,1,124599.0,1.2
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),COMMISSION ON CIVIL RIGHTS,7,98530.14,2.41
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),COMMODITY FUTURES TRADING COMMISSION,14,205896.15,5.29
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),CONSUMER PRODUCT SAFETY COMMISSION,16,111624.17,2.29
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),CORP FOR NATIONAL AND COMMUNITY SERVICE,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),COUNCIL OF ECONOMIC ADVISERS,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),COUNCIL OF INSP. GEN. ON INTEG.& EFFIC.,2,76513.5,1.7
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),COUNCIL ON ENVIR QUAL/OFC OF ENVIR QUAL,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),COURT SERVICES AND OFFENDR SUPERVSN AGY,98,95019.86,2.17
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),DEFENSE NUCLEAR FACILITIES SAFETY BOARD,1,189950.0,1.2
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),DELTA REGIONAL AUTHORITY,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),DENALI COMMISSION,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),DEPARTMENT OF AGRICULTURE,10679,64300.19,2.98
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),DEPARTMENT OF COMMERCE,3801,101140.7,2.5
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),DEPARTMENT OF DEFENSE,23151,,2.58
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),DEPARTMENT OF EDUCATION,98,112966.25,4.18
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),DEPARTMENT OF ENERGY,1690,118830.54,3.4
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),DEPARTMENT OF HEALTH AND HUMAN SERVICES,7267,127743.36,3.27
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),DEPARTMENT OF HOMELAND SECURITY,23763,105411.57,2.66
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),DEPARTMENT OF HOUSING AND URBAN DEVELOPM,570,115627.96,3.4
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),DEPARTMENT OF INTERIOR,6710,70863.76,3.78
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),DEPARTMENT OF JUSTICE,8104,88808.14,2.02
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),DEPARTMENT OF LABOR,893,92590.95,2.56
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),DEPARTMENT OF STATE,1765,102222.45,3.86
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),DEPARTMENT OF THE AIR FORCE,24360,,2.4
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),DEPARTMENT OF THE ARMY,22679,,2.83
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),DEPARTMENT OF THE NAVY,32528,,2.23
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),DEPARTMENT OF TRANSPORTATION,1326,108178.74,2.75
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),DEPARTMENT OF TREASURY,17043,61857.11,2.18
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),DEPARTMENT OF VETERANS AFFAIRS,24021,61736.94,2.67
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),DFC,114,136333.28,3.23
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),ELECTION ASSISTANCE COMMISSION,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),ENVIRONMENTAL PROTECTION AGENCY,1843,100781.39,2.77
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,146,83590.4,4.35
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),EXPORT-IMPORT BANK OF THE UNITED STATES,38,120325.73,1.8
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),FARM CREDIT ADMINISTRATION,32,352291.0,3.24
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),FARM CREDIT SYSTEM INSURANCE CORPORATION,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),FED MEDIATION AND CONCILIATION SERVICE,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),FED MINE SAFETY AND HEALTH REVIEW CMSN,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),FED RETIREMENT THRIFT INVESTMENT BOARD,12,129174.58,5.43
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),FEDERAL COMMUNICATIONS COMMISSION,61,146939.68,4.36
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),FEDERAL DEPOSIT INSURANCE CORPORATION,607,101131.7,2.36
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),FEDERAL ELECTION COMMISSION,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),FEDERAL FINANCIAL INST. EXAM. COUNCIL,4,133152.5,2.68
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),FEDERAL HOUSING FINANCE AGENCY,56,148180.23,2.2
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),FEDERAL LABOR RELATIONS AUTHORITY,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),FEDERAL MARITIME COMMISSION,12,113371.64,3.43
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),FEDERAL PERMITTING IMPROVEMENT STEER,3,148734.0,5.27
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),FEDERAL RESERVE SYSTEM,39,154330.77,4.19
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),FEDERAL TRADE COMMISSION,34,142240.94,4.73
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),GENERAL SERVICES ADMINISTRATION,744,106397.48,4.88
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),GOVERNMENT PUBLISHING OFFICE,222,95225.12,3.39
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),GULF COAST ECOSYSTEM RESTORATION COUNCIL,3,125672.0,3.27
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),HARRY S. TRUMAN SCHOLARSHIP FOUNDATION,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),INTER BOUND AND WATER COMM U.S. SECTION,52,76891.88,3.4
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),INTER-AMERICAN FOUNDATION,3,132017.33,4.03
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),INTERNAT BOUNDARY CMSN: U.S. AND CANADA,1,73939.0,0.8
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),INTERNATIONAL JOINT CMSN: U.S. & CANADA,3,141003.0,1.87
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),JAMES MADISON MEMORIAL FELLOWSHIP FOUND,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),JAPAN-UNITED STATES FRIENDSHIP CMSN,1,120579.0,1.4
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),JUDICIAL BRANCH,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),MARINE MAMMAL COMMISSION,2,94922.5,1.65
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),MEDICAID & CHIP PAYMENT & ACCESS COMM,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),MERIT SYSTEMS PROTECTION BOARD,5,143649.2,3.68
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),MILLENNIUM CHALLENGE CORPORATION,30,155266.5,5.02
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),MORRIS K. UDALL & STEWART L. UDALL FOUND,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),NAT AERONAUTICS AND SPACE ADMINISTRATION,1577,128963.03,3.37
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),NAT ARCHIVES AND RECORDS ADMINISTRATION,467,59692.19,2.95
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),NAT CMSN ON LIBRARIES AND INFO SCIENCE,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),NAT FOUNDATION ON ARTS AND HUMANITIES,17,100968.29,1.82
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),NATIONAL CAPITAL PLANNING COMMISSION,1,140677.0,2.7
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),NATIONAL COUNCIL ON DISABILITY,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),NATIONAL CREDIT UNION ADMINISTRATION,123,,2.77
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),NATIONAL LABOR RELATIONS BOARD,57,85769.62,3.63
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),NATIONAL MEDIATION BOARD,8,131192.0,2.69
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),NATIONAL SCIENCE FOUNDATION,47,98325.2,2.99
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),NATIONAL SECURITY COUNCIL,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),NATIONAL TRANSPORTATION SAFETY BOARD,70,133989.83,4.41
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),NORTHERN BORDER REGIONAL COMMISSION,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),NUCLEAR REGULATORY COMMISSION,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),NUCLEAR WASTE TECHNICAL REVIEW BOARD,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),OCCUPATIONAL SAFETY & HEALTH REVIEW CMSN,3,75103.67,1.73
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),OFC OF THE NAT CYBER DIR,1,178776.0,16.2
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),OFFICE OF ADMINISTRATION,27,112389.89,4.38
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),OFFICE OF GOVERNMENT ETHICS,2,140677.0,10.1
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),OFFICE OF MANAGEMENT AND BUDGET,63,127162.42,4.04
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),OFFICE OF NATIONAL DRUG CONTROL POLICY,2,72254.0,12.0
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),OFFICE OF PERSONNEL MANAGEMENT,219,74737.12,2.98
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),OFFICE OF SCIENCE AND TECHNOLOGY POLICY,1,108162.0,12.0
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),OFFICE OF SPECIAL COUNSEL,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),OFFICE OF THE U.S. TRADE REPRESENTATIVE,15,150706.4,5.51
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),PEACE CORPS,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),PENSION BENEFIT GUARANTY CORPORATION,36,118527.69,2.56
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),PRESIDIO TRUST,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),PRIVACY AND CIVIL LIBERTIES OVERSIGHT,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),PUBLIC BUILDINGS REFORM BOARD,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),PUBLIC INTEREST DECLASSIFICATION BOARD,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),RAILROAD RETIREMENT BOARD,87,72599.97,3.08
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),SECURITIES AND EXCHANGE COMMISSION,157,195876.24,3.2
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),SELECTIVE SERVICE SYSTEM,8,103976.0,4.68
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),SMALL BUSINESS ADMINISTRATION,255,108837.79,5.46
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),SMITHSONIAN INSTITUTION,724,79401.18,2.39
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),SOCIAL SECURITY ADMINISTRATION,4759,67335.73,3.12
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),SOUTHWEST BORDER REGIONAL COMMISSION,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),SURFACE TRANSPORTATION BOARD,5,142210.6,2.94
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),THE US SEMIQUINCENTENNIAL COMMISSION,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),TRADE AND DEVELOPMENT AGENCY,7,116967.86,3.26
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),U.S. AGENCY FOR INTERNATIONAL DEV,12,128448.1,5.23
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),U.S. CMSN ON INTERNATL RELIGIOUS FREEDOM,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),U.S. HOLOCAUST MEMORIAL MUSEUM,5,75204.4,6.52
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),U.S. INTERAGENCY COUNCIL ON HOMELESSNESS,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),U.S. INTERNATIONAL TRADE COMMISSION,56,113676.54,3.31
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),U.S.-CHINA ECONOMIC & SECURITY REV CMSN,0,,
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),U.S.AGENCY FOR GLOBAL MEDIA,55,125014.51,6.56
CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),UTAH RECLAMATN MITIGATN & CONSERVTN CMSN,0,,
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),ADMIN CONFERENCE OF THE UNITED STATES,0,,
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),ADV COUNCIL ON HISTORIC PRESERVATION,0,,
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),AFRICAN DEVELOPMENT FOUNDATION,0,,
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),AMERICAN BATTLE MONUMENTS COMMISSION,0,,
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),APPALACHIAN REGIONAL COMMISSION,1,,4.5
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),ARCHITECTL & TRANS BARRIER COMPLIANCE BD,12,195200.0,1.28
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),ARCTIC RESEARCH COMMISSION,0,,
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),ARMED FORCES RETIREMENT HOME,0,,
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),BARRY GOLDWATER SCHOL & EXCEL IN ED FOUN,0,,
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),CHEMICAL SAFETY/HAZARD INVESTIGATION BD,2,,3.8
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),CIVIL RIGHTS COLD CASE REVIEW BOARD,0,,
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),CMSN FOR PRES OF AMERICA'S HERITAGE ABRD,0,,
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),CMTE FOR PURCH FRM PPLE BLIND OR SEV DIS,2,184115.0,2.3
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),COMMISSION OF FINE ARTS,0,,
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),COMMISSION ON CIVIL RIGHTS,4,155502.0,5.95
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),COMMODITY FUTURES TRADING COMMISSION,1,,4.5
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),CONSUMER PRODUCT SAFETY COMMISSION,1,,16.3
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),CORP FOR NATIONAL AND COMMUNITY SERVICE,0,,
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),COUNCIL OF ECONOMIC ADVISERS,0,,
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),COUNCIL OF INSP. GEN. ON INTEG.& EFFIC.,0,,
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),COUNCIL ON ENVIR QUAL/OFC OF ENVIR QUAL,1,,4.3
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),COURT SERVICES AND OFFENDR SUPERVSN AGY,0,,
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),DEFENSE NUCLEAR FACILITIES SAFETY BOARD,1,,1.2
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),DELTA REGIONAL AUTHORITY,0,,
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),DENALI COMMISSION,0,,
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF AGRICULTURE,10,207825.0,4.98
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF COMMERCE,11,,1.21
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF DEFENSE,33,,9.92
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF EDUCATION,7,195200.0,5.51
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF ENERGY,19,225700.0,4.37
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF HEALTH AND HUMAN SERVICES,12,276750.0,1.38
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF HOMELAND SECURITY,8,,6.95
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF HOUSING AND URBAN DEVELOPM,3,,11.7
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF INTERIOR,9,183100.0,1.23
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF JUSTICE,87,195200.0,9.97
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF LABOR,11,,4.04
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF STATE,16,,7.53
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF THE AIR FORCE,5,,10.58
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF THE ARMY,12,,8.38
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF THE NAVY,2,,0.4
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF TRANSPORTATION,14,183100.0,4.27
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF TREASURY,11,103150.0,3.97
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF VETERANS AFFAIRS,9,173452.0,5.9
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),DFC,4,,5.52
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),ELECTION ASSISTANCE COMMISSION,4,,17.35
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),ENVIRONMENTAL PROTECTION AGENCY,8,,3.14
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,3,,5.07
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),EXPORT-IMPORT BANK OF THE UNITED STATES,2,,14.35
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),FARM CREDIT ADMINISTRATION,2,201350.0,19.35
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),FARM CREDIT SYSTEM INSURANCE CORPORATION,0,,
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),FED MEDIATION AND CONCILIATION SERVICE,0,,
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),FED MINE SAFETY AND HEALTH REVIEW CMSN,4,,15.0
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),FED RETIREMENT THRIFT INVESTMENT BOARD,4,158508.0,6.4
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),FEDERAL COMMUNICATIONS COMMISSION,0,,
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),FEDERAL DEPOSIT INSURANCE CORPORATION,2,173452.0,19.75
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),FEDERAL ELECTION COMMISSION,0,,
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),FEDERAL FINANCIAL INST. EXAM. COUNCIL,0,,
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),FEDERAL HOUSING FINANCE AGENCY,1,,0.7
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),FEDERAL LABOR RELATIONS AUTHORITY,5,172500.0,13.26
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),FEDERAL MARITIME COMMISSION,3,,24.23
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),FEDERAL PERMITTING IMPROVEMENT STEER,0,,
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),FEDERAL RESERVE SYSTEM,0,,
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),FEDERAL TRADE COMMISSION,3,158500.0,1.3
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),GENERAL SERVICES ADMINISTRATION,0,,
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),GOVERNMENT PUBLISHING OFFICE,1,183100.0,35.4
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),GULF COAST ECOSYSTEM RESTORATION COUNCIL,0,,
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),HARRY S. TRUMAN SCHOLARSHIP FOUNDATION,0,,
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),INTER BOUND AND WATER COMM U.S. SECTION,1,195200.0,3.3
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),INTER-AMERICAN FOUNDATION,0,,
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),INTERNAT BOUNDARY CMSN: U.S. AND CANADA,1,183100.0,45.0
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),INTERNATIONAL JOINT CMSN: U.S. & CANADA,3,187133.33,3.43
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),JAMES MADISON MEMORIAL FELLOWSHIP FOUND,0,,
EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),JAPAN-UNITED STATES FRIENDSHIP CMSN,0,,
